8,59647,777669,0,878,817,0,0,0,0,12,0
0,190,66,0,1,1,0,0,0,0,1,0
0,26579,198,0,3,1,0,0,0,0,12,0
0,2277,1238,0,878,817,0,0,0,0,10,0
0,1771,1073,0,878,817,0,0,0,0,10,0
0,746,132,0,3,1,0,0,0,0,12,0
0,5432,1418160,0,878,817,0.28,0.3,0,0,8,0
0,1895,1857,0,878,817,0,0,0,0,10,0
0,2121,1472,0,878,817,0,0,0,0,10,0
0,746,132,0,3,1,0,0,0,0,12,0
0,2072,33193,0,878,817,0.28,0.3,0,0,8,0
0,2175,1658,0,878,817,0,0,0,0,10,0
0,1977,1073,0,878,817,0,0,0,0,10,0
0,1979,1073,0,878,817,0,0,0,0,10,0
0,2146,1073,0,878,817,0,0,0,0,10,0
1,1621,38056,0,878,817,0,0,0,0,10,0
0,4343,46023,0,878,817,0.28,0.3,0,0,9,0
0,376,0,0,878,60,0,0,0,0,11,0
0,1995,1073,0,878,817,0,0,0,0,10,0
0,1568,479,0,878,817,0.28,0.3,0,0,9,0
0,1316,13914,0,878,817,0.28,0.3,0,0,8,0
0,1313,13482,0,878,817,0,0,0,0,10,0
0,1985,1108,0,878,817,0,0,0,0,10,0
0,1787,1073,0,878,817,0,0,0,0,10,0
0,1999,1075,0,878,817,0,0,0,0,10,0
0,1303,13389,0,878,817,0,0,0,0,10,0
0,1999,1073,0,878,817,0,0,0,0,10,0
0,1750,1910,0,878,817,0,0,0,0,10,0
0,1955,2322,0,878,817,0,0,0,0,10,0
0,2032,2964,0,878,817,0,0,0,0,10,0
0,2013,33485,0,878,817,0,0,0,0,10,0
0,1309,12734,0,878,817,0,0,0,0,10,0
9,79849,1048776,0,878,817,0,0,0,0,10,0
0,2024,1073,0,878,817,0,0,0,0,10,0
0,1743,2583,0,878,817,0,0,0,0,10,0
0,1789,1235,0,878,817,0,0,0,0,10,0
0,1944,53396,0,878,817,0.28,0.3,0,0,8,0
1,1621,38056,0,878,817,0,0,0,0,10,0
0,11497,2260513,0,878,817,0.28,0.3,0,0,8,0
0,1311,13544,0,878,817,0,0,0,0,10,0
0,2138,1740,0,878,817,0,0,0,0,10,0
0,2039,1743,0,878,817,0,0,0,0,10,0
0,367,0,0,878,60,0,0,0,0,11,0
0,365,0,0,878,60,0,0,0,0,11,0
0,2163,32367,0,878,817,0.28,0.3,0,0,8,0
0,1788,3597,0,878,817,0,0,0,0,10,0
0,1787,4993,0,878,817,0,0,0,0,10,0
0,1804,1684,0,878,817,0,0,0,0,10,0
0,1884,4446,0,878,817,0.28,0.3,0,0,9,0
0,2013,2651,0,878,817,0,0,0,0,10,0
0,1798,2573,0,878,817,0,0,0,0,10,0
0,1798,5034,0,878,817,0,0,0,0,10,0
0,1789,4175,0,878,817,0,0,0,0,10,0
0,1804,1890,0,878,817,0,0,0,0,10,0
0,1787,3778,0,878,817,0,0,0,0,10,0
0,1787,3729,0,878,817,0,0,0,0,10,0
1,1893,42925,0,878,817,0.28,0.3,0,0,8,0
0,1387,18351,0,878,817,0.28,0.3,0,0,8,0
0,2165,32441,0,878,817,0,0,0,0,10,0
0,1779,1073,0,878,817,0,0,0,0,10,0
0,368,0,0,878,60,0,0,0,0,11,0
0,1889,26546,0,878,817,0.28,0.3,0,0,8,0
0,1897,1865,0,878,817,0,0,0,0,10,0
0,482,0,0,878,1,0,0,0,0,11,0
0,1318,13540,0,878,817,0,0,0,0,10,0
0,1855,1073,0,878,817,0,0,0,0,10,0
0,2146,35964,0,878,817,0,0,0,0,10,0
0,383,0,0,878,60,0,0,0,0,11,0
0,8176,1510631,0,878,817,0.28,0.3,0,0,8,0
0,1387,19105,0,878,817,0.28,0.3,0,0,8,0
0,1500,17178,0,878,817,0.28,0.3,0,0,8,0
0,1975,1073,0,878,817,0,0,0,0,10,0
0,377,0,0,878,60,0,0,0,0,11,0
0,1733,3662,0,878,817,0,0,0,0,10,0
0,1922,1073,0,878,817,0,0,0,0,10,0
0,2011,1108,0,878,817,0,0,0,0,10,0
10,78751,923930,0,878,817,0,0,0,0,10,0
0,223,174,0,878,1,0,0,0,0,12,0
0,2045,1073,0,878,817,0,0,0,0,10,0
0,2059,36405,0,878,817,0.28,0.3,0,0,8,0
0,2201,35975,0,878,817,0,0,0,0,10,0
0,1874,1073,0,878,817,0,0,0,0,10,0
0,1314,13976,0,878,817,0.28,0.3,0,0,8,0
0,2028,32067,0,878,817,0.28,0.3,0,0,8,0
11,79849,1050560,0,878,817,0,0,0,0,10,0
0,2018,1073,0,878,817,0,0,0,0,10,0
